project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude
PRJ-1034,PCL-11019,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Haryana,Hisar,11.53,36,Low,0.61,1,Disputed in Escrow,207,Possession Taken (Sec 38),Approved,56,0.61,Substantial Possession (>70%),Moderate,142,0.547,2025-05-18,,256,1,28.950459,75.656374
PRJ-1227,PCL-11020,Industrial Rail Siding Network 3,Railway & Freight Corridor,Rajasthan,Jodhpur,66.71,47,Medium,0.42,1,Disputed in Escrow,405,Possession Taken (Sec 38),Under Scrutiny,115,0.63,Partial Possession (30-70%),Low / Resistant,110,0.189,2024-01-17,2025-05-19,488,1,26.875122,74.749168
PRJ-1230,PCL-11021,Suburban Commuter Rapid Transit Line 5,Urban Metro / Transit,Gujarat,Rajkot,188.22,681,High,0.75,1,Fully Disbursed,0,Preliminary Notification (Sec 11),Conditional Clearance,220,0.77,Initial Stage (<30%),High / Cooperative,254,0.42,2023-04-11,2023-11-27,230,1,23.617763,72.244493
PRJ-1243,PCL-11022,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,144.17,294,High,0.53,1,Disputed in Escrow,191,Possession Taken (Sec 38),Pending Environmental Clearance,154,0.4,Initial Stage (<30%),Hostile / Legal Injunction,265,0.401,2027-03-14,2028-07-05,479,1,28.187618,83.034686
PRJ-1102,PCL-11023,NH-60 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Cuttack,60.74,101,Very High,0.97,0,Fully Disbursed,0,Award Declared (Sec 23),Pending Environmental Clearance,140,0.79,Substantial Possession (>70%),Moderate,217,0.316,2025-07-21,2025-11-19,121,1,20.076933,84.676705
PRJ-1238,PCL-11024,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Andhra Pradesh,Nellore,37.79,71,Low,0.81,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,16,0.74,Substantial Possession (>70%),High / Cooperative,30,0.361,2026-02-25,2026-02-25,0,0,14.096822,82.212773
PRJ-1163,PCL-11025,Uttar Pradesh Integrated Industrial Township 3,Industrial Corridor / SEZ,Uttar Pradesh,Agra,95.41,136,Low,0.5,0,Fully Disbursed,0,Notification Pending,Approved,70,0.88,Full Possession,High / Cooperative,327,0.751,2026-04-29,2026-08-18,111,1,25.500011,80.72704
PRJ-1166,PCL-11026,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,35.78,37,Low,0.64,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,29,0.44,Full Possession,Moderate,215,0.434,2025-08-06,,193,1,25.212471,82.716263
PRJ-1241,PCL-11027,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Madhya Pradesh,Gwalior,5.0,13,Medium,0.59,0,Pending Disbursal,128,Preliminary Notification (Sec 11),Conditional Clearance,120,0.39,Substantial Possession (>70%),High / Cooperative,144,0.184,2026-06-08,2026-06-26,18,0,24.4004,80.987177
PRJ-1094,PCL-11028,DMIC Special Investment Region Node 1,Industrial Corridor / SEZ,Rajasthan,Alwar,49.48,83,Very High,0.56,1,Disputed in Escrow,431,Notification Pending,Approved,107,0.51,Contested / Encroached,Moderate,322,0.517,2026-11-28,,514,1,24.500287,72.190974
PRJ-1125,PCL-11029,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Prayagraj,57.85,54,Medium,0.67,1,Partially Disbursed,145,Preliminary Notification (Sec 11),Under Scrutiny,173,0.79,Contested / Encroached,High / Cooperative,172,0.549,2026-01-26,2026-08-29,215,1,28.030586,82.629611
PRJ-1207,PCL-11030,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,273.28,346,High,0.92,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,119,0.65,Partial Possession (30-70%),Moderate,370,0.787,2022-08-02,2022-09-19,48,0,25.045279,81.414593
PRJ-1008,PCL-11031,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Rajasthan,Udaipur,28.9,32,Low,0.43,1,Pending Disbursal,257,Declaration Published (Sec 19),Approved,36,0.88,Partial Possession (30-70%),Hostile / Legal Injunction,110,0.416,2026-10-15,2028-01-30,472,1,25.65638,71.063284
PRJ-1172,PCL-11032,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,9.14,15,Low,0.77,0,Partially Disbursed,74,Preliminary Notification (Sec 11),Resubmission Required,134,0.76,Full Possession,Moderate,135,0.599,2025-01-01,2025-02-09,39,0,26.421928,73.688966
PRJ-1021,PCL-11033,Karnataka Integrated Industrial Township 3,Industrial Corridor / SEZ,Karnataka,Belagavi,150.38,237,Medium,0.69,0,Partially Disbursed,34,Declaration Published (Sec 19),Approved,29,0.78,Initial Stage (<30%),Moderate,164,0.49,2025-09-25,2025-10-03,8,0,15.281879,76.25963
PRJ-1118,PCL-11034,Karnataka Integrated Industrial Township 2,Industrial Corridor / SEZ,Karnataka,Kalaburagi,41.55,87,Medium,0.95,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,98,0.43,Substantial Possession (>70%),Moderate,253,0.165,2024-03-17,2024-04-13,27,0,15.795337,76.285303
PRJ-1034,PCL-11035,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Haryana,Hisar,193.77,515,High,0.63,1,Disputed in Escrow,535,Possession Taken (Sec 38),Approved,29,0.47,Contested / Encroached,Low / Resistant,406,0.386,2025-05-18,2026-10-29,529,1,29.60345,76.088775
PRJ-1230,PCL-11036,Suburban Commuter Rapid Transit Line 5,Urban Metro / Transit,Gujarat,Rajkot,34.6,121,Medium,0.95,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Resubmission Required,87,0.62,Full Possession,High / Cooperative,394,0.51,2023-04-11,2023-05-13,32,0,22.182439,69.91235
PRJ-1237,PCL-11037,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,28.25,57,Low,0.35,0,Partially Disbursed,69,Declaration Published (Sec 19),Approved,24,0.64,Substantial Possession (>70%),Low / Resistant,272,0.504,2023-06-26,2024-03-19,267,1,20.836735,85.486933
PRJ-1020,PCL-11038,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Madhya Pradesh,Indore,39.49,58,Low,0.73,0,Partially Disbursed,124,Preliminary Notification (Sec 11),Under Scrutiny,267,0.63,Initial Stage (<30%),Moderate,123,0.431,2025-08-31,2025-10-04,34,0,25.528323,78.4557
PRJ-1200,PCL-11039,Kota Ultra Mega Solar Park Unit 4,Renewable / Solar Park,Rajasthan,Kota,49.57,75,Medium,0.95,1,Pending Disbursal,180,Award Declared (Sec 23),Pending Environmental Clearance,128,0.59,Partial Possession (30-70%),High / Cooperative,313,0.488,2024-12-01,2025-05-08,158,1,25.726132,74.705281
PRJ-1236,PCL-11040,Faridabad Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Haryana,Faridabad,35.03,31,High,0.45,0,Partially Disbursed,64,Notification Pending,Conditional Clearance,142,0.71,Partial Possession (30-70%),Moderate,144,0.57,2025-06-16,2026-03-30,287,1,29.474628,75.922604
PRJ-1114,PCL-11041,NH-63 Four-Laning Bypass Section 3,Highway / Expressway,Odisha,Sundargarh,24.97,54,High,0.82,1,Partially Disbursed,50,Award Declared (Sec 23),Approved,15,0.31,Contested / Encroached,Hostile / Legal Injunction,161,0.186,2026-10-05,2028-01-21,473,1,21.80236,84.575333
PRJ-1092,PCL-11042,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Haryana,Karnal,12.51,9,Medium,0.73,0,Pending Disbursal,203,Award Declared (Sec 23),Under Scrutiny,113,0.69,Contested / Encroached,High / Cooperative,291,0.341,2022-11-23,2022-12-22,29,0,30.243489,76.202366
PRJ-1115,PCL-11043,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,14.43,5,Medium,0.9,1,Pending Disbursal,355,Award Declared (Sec 23),Resubmission Required,170,0.77,Contested / Encroached,High / Cooperative,200,0.159,2023-05-31,2024-01-24,238,1,25.835981,81.063308
PRJ-1009,PCL-11044,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,8.51,20,Low,0.72,1,Pending Disbursal,151,Notification Pending,Conditional Clearance,166,0.91,Substantial Possession (>70%),High / Cooperative,282,0.248,2024-05-15,2024-06-19,35,0,22.818663,72.376347
PRJ-1247,PCL-11045,Jodhpur Cargo Terminal Expansion 3,Airport Infrastructure,Rajasthan,Jodhpur,21.19,36,High,0.71,1,Disputed in Escrow,224,Award Declared (Sec 23),Approved,15,0.55,Partial Possession (30-70%),Moderate,339,0.393,2023-10-01,2024-11-08,404,1,26.685605,72.022408
PRJ-1233,PCL-11046,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Uttar Pradesh,Noida,25.47,57,Low,0.86,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,87,0.45,Partial Possession (30-70%),High / Cooperative,195,0.745,2026-03-13,,26,0,25.415577,82.519036
PRJ-1219,PCL-11047,Aviation Logistics Runway Package 1,Airport Infrastructure,Haryana,Panipat,13.49,41,Medium,0.81,1,Disputed in Escrow,590,Preliminary Notification (Sec 11),Approved,85,0.57,Contested / Encroached,Low / Resistant,189,0.141,2023-09-03,2024-07-15,316,1,29.123584,76.152908
PRJ-1182,PCL-11048,Western Freight Corridor Spur Line 4,Railway & Freight Corridor,Karnataka,Kalaburagi,24.48,31,Very High,0.71,1,Pending Disbursal,157,Possession Taken (Sec 38),Approved,18,0.57,Partial Possession (30-70%),Low / Resistant,236,0.763,2026-02-12,2027-07-22,525,1,13.418891,75.775384
PRJ-1179,PCL-11049,Vadodara Greenfield International Airport Phase 5,Airport Infrastructure,Gujarat,Vadodara,73.55,302,High,0.69,1,Pending Disbursal,256,Notification Pending,Under Scrutiny,134,0.35,Contested / Encroached,Hostile / Legal Injunction,300,0.85,2024-08-04,2026-03-14,587,1,22.216361,72.966815
PRJ-1227,PCL-11050,Industrial Rail Siding Network 3,Railway & Freight Corridor,Rajasthan,Jodhpur,7.72,8,Medium,0.42,0,Pending Disbursal,233,Notification Pending,Under Scrutiny,117,0.34,Contested / Encroached,Low / Resistant,75,0.415,2024-01-17,2024-11-23,311,1,25.279968,76.139297
PRJ-1187,PCL-11051,Krishna Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,19.62,21,Medium,0.93,1,Disputed in Escrow,646,Preliminary Notification (Sec 11),Resubmission Required,228,0.5,Contested / Encroached,High / Cooperative,190,0.284,2024-03-30,2025-03-03,338,1,17.555051,79.604904
PRJ-1171,PCL-11052,Aviation Logistics Runway Package 2,Airport Infrastructure,Maharashtra,Nashik,20.42,25,Low,0.5,0,Partially Disbursed,180,Declaration Published (Sec 19),Approved,46,0.61,Full Possession,High / Cooperative,184,0.591,2025-11-07,2025-11-20,13,0,18.123648,79.018477
PRJ-1060,PCL-11053,Suburban Commuter Rapid Transit Line 4,Urban Metro / Transit,Madhya Pradesh,Ujjain,30.49,45,Low,0.65,1,Partially Disbursed,138,Notification Pending,Conditional Clearance,100,0.82,Initial Stage (<30%),High / Cooperative,172,0.417,2026-02-24,2026-06-13,109,1,25.566973,80.608305
PRJ-1197,PCL-11054,Bharuch Cargo Terminal Expansion 1,Airport Infrastructure,Gujarat,Bharuch,34.8,127,Low,0.79,0,Pending Disbursal,306,Possession Taken (Sec 38),Pending Environmental Clearance,166,0.68,Contested / Encroached,Low / Resistant,205,0.382,2023-08-18,2024-04-24,250,1,22.168894,71.777834
PRJ-1150,PCL-11055,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Maharashtra,Thane,20.86,37,Medium,0.64,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,15,0.72,Initial Stage (<30%),Moderate,67,0.326,2024-07-27,2025-01-22,179,1,19.915122,74.00811
PRJ-1112,PCL-11056,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Jajpur,29.54,42,High,0.92,1,Partially Disbursed,81,Notification Pending,Approved,73,0.84,Contested / Encroached,Low / Resistant,152,0.105,2023-11-11,2024-09-07,301,1,21.644,84.51676
PRJ-1157,PCL-11057,Industrial Rail Siding Network 1,Railway & Freight Corridor,Odisha,Angul,35.33,45,High,0.61,1,Pending Disbursal,194,Notification Pending,Under Scrutiny,127,0.37,Full Possession,Low / Resistant,334,0.679,2027-01-04,2028-09-09,614,1,21.172576,84.209258
PRJ-1045,PCL-11058,Uttar Pradesh Clean Energy Hub Sector 2,Renewable / Solar Park,Uttar Pradesh,Prayagraj,30.58,34,Medium,0.73,0,Pending Disbursal,226,Possession Taken (Sec 38),Approved,65,0.69,Substantial Possession (>70%),High / Cooperative,177,0.578,2024-12-29,,29,0,27.311535,79.005482
PRJ-1073,PCL-11059,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Noida,35.28,62,Medium,0.58,0,Partially Disbursed,56,Possession Taken (Sec 38),Approved,90,0.9,Initial Stage (<30%),High / Cooperative,218,0.482,2026-02-11,2026-03-16,33,0,27.153279,80.809012
PRJ-1241,PCL-11060,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Madhya Pradesh,Gwalior,73.47,83,Medium,0.51,0,Partially Disbursed,179,Declaration Published (Sec 19),Resubmission Required,155,0.2,Initial Stage (<30%),Moderate,364,0.326,2026-06-08,,293,1,22.822416,77.975867
PRJ-1110,PCL-11061,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Rajasthan,Udaipur,38.23,81,Medium,0.52,0,Partially Disbursed,107,Declaration Published (Sec 19),Under Scrutiny,195,0.76,Full Possession,Moderate,247,0.587,2026-01-07,2026-01-16,9,0,27.310376,76.251196
PRJ-1187,PCL-11062,Krishna Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,80.11,115,High,0.98,1,Pending Disbursal,303,Preliminary Notification (Sec 11),Under Scrutiny,204,0.48,Initial Stage (<30%),Moderate,246,0.131,2024-03-30,2025-05-21,417,1,17.140869,79.248154
PRJ-1253,PCL-11063,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Odisha,Jajpur,19.67,46,High,0.36,1,Pending Disbursal,345,Notification Pending,Conditional Clearance,132,0.57,Substantial Possession (>70%),Low / Resistant,343,0.309,2023-07-06,2024-09-24,446,1,20.119052,86.232253
PRJ-1225,PCL-11064,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,29.34,73,Low,0.3,0,Partially Disbursed,164,Possession Taken (Sec 38),Conditional Clearance,110,0.25,Full Possession,Moderate,117,0.823,2024-10-04,2025-07-06,275,1,19.556989,85.591817
PRJ-1071,PCL-11065,Maharashtra Dedicated High-Speed Rail Segment 1,Railway & Freight Corridor,Maharashtra,Pune,12.71,45,Low,0.72,0,Partially Disbursed,55,Declaration Published (Sec 19),Conditional Clearance,210,0.3,Substantial Possession (>70%),High / Cooperative,78,0.185,2024-08-01,2024-08-09,8,0,19.730778,76.623198
PRJ-1028,PCL-11066,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,42.62,79,Low,0.83,0,Pending Disbursal,328,Notification Pending,Under Scrutiny,103,0.6,Contested / Encroached,Moderate,154,0.347,2024-07-23,2025-04-28,279,1,22.63914,69.812372
PRJ-1108,PCL-11067,Indore Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Indore,25.55,34,Medium,0.65,0,Partially Disbursed,45,Preliminary Notification (Sec 11),Approved,116,0.46,Full Possession,High / Cooperative,127,0.227,2024-04-08,2024-09-18,163,1,25.100606,79.671085
PRJ-1199,PCL-11068,Belagavi Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Karnataka,Belagavi,225.34,406,High,0.7,1,Disputed in Escrow,263,Declaration Published (Sec 19),Pending Environmental Clearance,157,0.8,Initial Stage (<30%),High / Cooperative,273,0.153,2023-07-28,2024-03-27,243,1,15.712494,77.156953
PRJ-1048,PCL-11069,Madhya Pradesh Green Express Corridor Phase 3,Highway / Expressway,Madhya Pradesh,Gwalior,62.02,93,High,0.74,1,Pending Disbursal,102,Preliminary Notification (Sec 11),Approved,15,0.76,Initial Stage (<30%),Low / Resistant,82,0.396,2025-09-05,2026-06-19,287,1,22.150499,76.004978
PRJ-1099,PCL-11070,Bharatmala Economic Highway Ring 3,Highway / Expressway,Haryana,Hisar,75.4,141,Medium,0.81,1,Disputed in Escrow,435,Preliminary Notification (Sec 11),Under Scrutiny,184,0.78,Substantial Possession (>70%),Hostile / Legal Injunction,159,0.145,2023-08-29,2024-12-03,462,1,28.186053,77.114173
PRJ-1078,PCL-11071,Salem Greenfield International Airport Phase 1,Airport Infrastructure,Tamil Nadu,Salem,15.21,45,High,0.88,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,24,0.45,Substantial Possession (>70%),Hostile / Legal Injunction,164,0.8,2026-08-13,,362,1,12.037968,77.408235
PRJ-1058,PCL-11072,Prayagraj Lift Irrigation Main Canal Reach 1,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,13.37,21,Low,0.54,1,Partially Disbursed,117,Notification Pending,Conditional Clearance,118,0.78,Contested / Encroached,Moderate,334,0.85,2025-03-07,2026-02-11,341,1,26.350779,78.61433
PRJ-1110,PCL-11073,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Rajasthan,Udaipur,29.84,43,Low,0.71,0,Partially Disbursed,107,Notification Pending,Approved,30,0.77,Partial Possession (30-70%),Moderate,330,0.384,2026-01-07,,178,1,24.212901,74.424115
PRJ-1146,PCL-11074,Dharwad Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Dharwad,27.92,39,Medium,0.7,0,Partially Disbursed,113,Declaration Published (Sec 19),Approved,15,0.42,Full Possession,Low / Resistant,166,0.654,2025-10-19,2026-08-02,287,1,12.661276,76.336837
PRJ-1100,PCL-11075,Industrial Rail Siding Network 4,Railway & Freight Corridor,Rajasthan,Udaipur,83.38,160,High,0.89,1,Disputed in Escrow,515,Preliminary Notification (Sec 11),Conditional Clearance,130,0.73,Partial Possession (30-70%),Hostile / Legal Injunction,353,0.78,2023-10-04,2025-02-02,487,1,27.132753,73.21369
PRJ-1177,PCL-11076,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,70.9,88,Low,0.54,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,31,0.75,Initial Stage (<30%),High / Cooperative,81,0.43,2025-09-30,2025-10-29,29,0,14.614095,81.453347
PRJ-1199,PCL-11077,Belagavi Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Karnataka,Belagavi,68.14,60,Low,0.64,0,Partially Disbursed,36,Declaration Published (Sec 19),Resubmission Required,158,0.91,Initial Stage (<30%),Low / Resistant,262,0.671,2023-07-28,2024-05-03,280,1,14.054031,77.506864
PRJ-1186,PCL-11078,Surat Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Surat,33.46,93,Low,0.9,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,62,0.89,Initial Stage (<30%),High / Cooperative,105,0.372,2026-06-10,,91,1,22.831328,71.158966
PRJ-1065,PCL-11079,Karnal Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Karnal,27.97,47,Low,0.6,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,43,0.71,Partial Possession (30-70%),High / Cooperative,191,0.586,2027-01-28,,24,0,30.114026,76.55899
PRJ-1064,PCL-11080,Jabalpur Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Madhya Pradesh,Jabalpur,89.68,165,Very High,0.78,1,Pending Disbursal,306,Award Declared (Sec 23),Under Scrutiny,129,0.61,Partial Possession (30-70%),Low / Resistant,135,0.398,2025-11-12,2027-02-09,454,1,22.124185,77.374395
PRJ-1179,PCL-11081,Vadodara Greenfield International Airport Phase 5,Airport Infrastructure,Gujarat,Vadodara,15.11,29,Low,0.96,0,Pending Disbursal,218,Possession Taken (Sec 38),Approved,65,0.18,Substantial Possession (>70%),High / Cooperative,69,0.109,2024-08-04,2024-09-12,39,0,22.128712,70.920748
PRJ-1061,PCL-11082,Kota Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Rajasthan,Kota,17.06,22,Low,0.73,0,Partially Disbursed,55,Possession Taken (Sec 38),Approved,72,0.74,Partial Possession (30-70%),Low / Resistant,303,0.417,2026-08-16,,227,1,27.55794,74.08368
PRJ-1022,PCL-11083,Bharatmala Economic Highway Ring 5,Highway / Expressway,Gujarat,Vadodara,22.88,45,Medium,0.69,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Resubmission Required,121,0.22,Partial Possession (30-70%),High / Cooperative,171,0.691,2024-12-27,,149,1,22.628681,71.324148
PRJ-1022,PCL-11084,Bharatmala Economic Highway Ring 5,Highway / Expressway,Gujarat,Vadodara,28.23,5,Medium,0.79,0,Pending Disbursal,237,Award Declared (Sec 23),Resubmission Required,109,0.65,Contested / Encroached,High / Cooperative,166,0.631,2024-12-27,,192,1,22.234902,69.497332
PRJ-1206,PCL-11085,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Faridabad,78.16,50,Medium,0.68,0,Partially Disbursed,120,Possession Taken (Sec 38),Approved,15,0.78,Substantial Possession (>70%),High / Cooperative,108,0.601,2025-07-08,,122,1,28.469954,76.887723
PRJ-1062,PCL-11086,Rajasthan Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Rajasthan,Jaipur,28.14,57,High,0.38,1,Partially Disbursed,142,Award Declared (Sec 23),Conditional Clearance,186,0.84,Contested / Encroached,Low / Resistant,353,0.453,2024-09-07,2025-12-08,457,1,26.519535,73.0192
PRJ-1077,PCL-11087,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,17.0,8,High,0.67,1,Fully Disbursed,0,Award Declared (Sec 23),Approved,82,0.43,Partial Possession (30-70%),Low / Resistant,243,0.386,2027-04-12,2028-07-09,454,1,25.318374,81.209795
PRJ-1013,PCL-11088,Karnal Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Karnal,17.7,2,Medium,0.3,1,Pending Disbursal,100,Award Declared (Sec 23),Under Scrutiny,106,0.76,Initial Stage (<30%),Low / Resistant,151,0.342,2025-04-13,,298,1,29.862231,77.060696
PRJ-1139,PCL-11089,NH-95 Four-Laning Bypass Section 2,Highway / Expressway,Maharashtra,Nagpur,33.3,59,Medium,0.83,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,171,0.21,Partial Possession (30-70%),High / Cooperative,293,0.373,2024-10-03,2025-02-09,129,1,19.71509,75.066301
PRJ-1255,PCL-11090,NH-50 Four-Laning Bypass Section 3,Highway / Expressway,Haryana,Hisar,32.3,39,Very High,0.58,1,Partially Disbursed,142,Preliminary Notification (Sec 11),Conditional Clearance,144,0.61,Partial Possession (30-70%),Low / Resistant,182,0.219,2024-02-23,2025-05-30,462,1,30.280226,76.3005
PRJ-1150,PCL-11091,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Maharashtra,Thane,18.95,77,Low,0.67,0,Partially Disbursed,176,Award Declared (Sec 23),Approved,99,0.2,Partial Possession (30-70%),High / Cooperative,282,0.446,2024-07-27,2024-07-27,0,0,18.345961,78.861685
PRJ-1224,PCL-11092,Vadodara Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Gujarat,Vadodara,54.47,94,Medium,0.8,0,Pending Disbursal,318,Preliminary Notification (Sec 11),Approved,40,0.23,Contested / Encroached,Moderate,238,0.404,2024-02-02,2024-07-23,172,1,21.580744,72.292659
PRJ-1221,PCL-11093,Salem Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Tamil Nadu,Salem,67.75,45,Low,0.53,0,Pending Disbursal,177,Preliminary Notification (Sec 11),Approved,41,0.14,Full Possession,High / Cooperative,272,0.419,2025-04-24,2026-01-02,253,1,12.433613,80.012839
PRJ-1015,PCL-11094,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Rajasthan,Alwar,26.89,34,High,0.47,1,Disputed in Escrow,222,Declaration Published (Sec 19),Approved,160,0.86,Contested / Encroached,Hostile / Legal Injunction,31,0.36,2025-03-04,2026-07-27,510,1,26.825628,74.946597
PRJ-1259,PCL-11095,Visakhapatnam Metro Rail Extension Corridor 1,Urban Metro / Transit,Andhra Pradesh,Visakhapatnam,61.97,177,Medium,0.89,0,Pending Disbursal,365,Notification Pending,Under Scrutiny,158,0.61,Contested / Encroached,High / Cooperative,217,0.466,2024-03-19,2024-03-20,1,0,17.943784,81.872193
PRJ-1016,PCL-11096,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Tamil Nadu,Tiruchirappalli,172.02,335,Very High,0.76,1,Partially Disbursed,60,Possession Taken (Sec 38),Pending Environmental Clearance,65,0.89,Contested / Encroached,Hostile / Legal Injunction,87,0.66,2025-06-05,2026-11-19,532,1,12.322084,79.689342
PRJ-1120,PCL-11097,Kanchipuram Cargo Terminal Expansion 3,Airport Infrastructure,Tamil Nadu,Kanchipuram,22.7,70,Medium,0.88,0,Pending Disbursal,222,Notification Pending,Approved,50,0.29,Initial Stage (<30%),High / Cooperative,147,0.15,2024-02-03,2024-02-03,0,0,11.491698,78.415096
PRJ-1048,PCL-11098,Madhya Pradesh Green Express Corridor Phase 3,Highway / Expressway,Madhya Pradesh,Gwalior,18.13,4,Medium,0.5,0,Partially Disbursed,51,Declaration Published (Sec 19),Under Scrutiny,98,0.62,Substantial Possession (>70%),High / Cooperative,242,0.577,2025-09-05,2025-10-11,36,0,25.696767,76.200912
PRJ-1085,PCL-11099,Command Area Distribution Network 2,Irrigation / Water Canal,Andhra Pradesh,Visakhapatnam,45.93,104,Low,0.54,0,Pending Disbursal,334,Preliminary Notification (Sec 11),Approved,54,0.75,Initial Stage (<30%),Moderate,217,0.654,2024-09-24,2025-06-23,272,1,16.689568,80.125025
PRJ-1061,PCL-11100,Kota Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Rajasthan,Kota,6.0,7,Medium,0.64,1,Disputed in Escrow,508,Declaration Published (Sec 19),Approved,87,0.45,Partial Possession (30-70%),High / Cooperative,217,0.721,2026-08-16,2027-07-30,348,1,25.188066,75.713778
PRJ-1115,PCL-11101,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,43.04,33,High,0.44,1,Disputed in Escrow,508,Possession Taken (Sec 38),Approved,22,0.25,Initial Stage (<30%),Low / Resistant,413,0.265,2023-05-31,2024-12-11,560,1,23.51655,77.465276
PRJ-1216,PCL-11102,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,37.63,57,Medium,0.76,0,Partially Disbursed,36,Award Declared (Sec 23),Under Scrutiny,181,0.79,Full Possession,High / Cooperative,327,0.156,2025-11-26,,135,1,23.085832,70.295376
PRJ-1174,PCL-11103,Command Area Distribution Network 1,Irrigation / Water Canal,Odisha,Angul,30.79,72,Medium,0.98,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,135,0.5,Full Possession,Moderate,258,0.641,2023-12-27,2024-01-03,7,0,19.815745,84.434317
